B.H.Pressure,Adiabatic Index,rhow,muw,rhoo,muo,rhog,mug,Rate,DPtotal,Water Fraction,Oil Fraction,Gas Fraction,Mix Viscosity,Mix Density
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,13.680464519769622,23.028440872449625,0.036277717048916185,0.4581075014449969,0.505614781506087,0.35624847429176937,0.4951455436720078
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,2.5507502077454003,0.295199433385924,0.20358687042984308,0.4389914013290413,0.3574217282411155,0.3933707166838618,0.6347702563483996
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,0.6600572372172119,0.020614076219679107,0.649438991820083,0.0111896983141275,0.3393713098657895,0.22472470032451566,0.7909067897720699
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,12.375822147576828,37.02709759562539,0.32870791123992577,0.23547786441584068,0.4358142243442336,0.28678778084094436,0.6307659364262099
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,1.7271573785347472,0.08205847644087541,0.11328695596324874,0.4366781709165701,0.45003487312018114,0.36436744900762913,0.5521748523021185
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,9.552948956483267,26.48897076841746,0.49538824775235996,0.12102814788293778,0.38358360436470224,0.25603262406585087,0.7151985517140473
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,6.104427181568905,4.295857997467063,0.2898688119009443,0.33250655832755516,0.3776246297715006,0.3439099064185503,0.651408188632539
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.485548946542822,21.772427882171932,0.25106146769261045,0.19394724569230073,0.5549912866150888,0.23377416915239452,0.5370870927050377
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,13.606730808363533,94.01967357687451,0.4697908252320636,0.0071961570141032515,0.5230130177538332,0.1674558915253286,0.6269351406779384
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,2.3654269271737043,0.3338420406489638,0.3567566768079405,0.32112845289466446,0.322114870297395,0.3560984746280177,0.7050876126357892
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,4.1004660571513245,0.8169969168016171,0.05367172478246961,0.8454708792571414,0.10085739596038898,0.6365468568816587,0.7327593661185647
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,9.380629703892659,18.496338438263656,0.5112554209366037,0.41455799689801587,0.07418658216538054,0.4692465703413822,0.8976716110655064
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,6.861982043770527,3.9669215225845327,0.11399597117255354,0.45756063108269523,0.42844339774475115,0.37940882733399733,0.5647786156656825
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,5.471109811402024,2.3196145934033026,0.11769692062421178,0.2987360082806461,0.5835670710951419,0.2677647328283949,0.4771029613066008
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,7.773391856396136,9.20067062155847,0.3634509978315622,0.3757971603735404,0.2607518417948974,0.3969416362081771,0.7424376709424447
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,3.297027634521458,1.2058262050141717,0.5810278305220266,0.25187421251307457,0.16709795696489887,0.374882123532457,0.8672489712398157
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,5.698319799725148,2.8250654891386504,0.21314202668129062,0.492577585248691,0.2942803880700183,0.43431211961100163,0.6740747803606616
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,12.202051028307759,22.900467633787642,0.020789482725922553,0.13559671216182242,0.843613805112255,0.12257287890084845,0.2964074505220545
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,9.617528163073159,18.15871268142865,0.44110509762783184,0.41636979896219045,0.1425251034099778,0.4492774018443883,0.8355744826703838
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,13.462204898883092,23.712900066188094,0.07218480951478738,0.7314938842436061,0.1963213062416066,0.5612326550959409,0.6841123242348949
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,4.2102742586992585,0.8423809952549174,0.028803826495379527,0.36453788135271625,0.6066582921519043,0.28754945518852854,0.434803649860948
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,4.923712103902819,3.2014180281860405,0.5519828698197818,0.39379567875016325,0.054221451430054926,0.4668457414680098,0.9224295067616473
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,2.802587992326169,0.5636912808124531,0.37307265227605757,0.29688857050144846,0.33003877722249403,0.3438318986956738,0.7058825379457818
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.920082176764364,27.080393058475085,0.38859272743368267,0.2764891638905479,0.33491810867576943,0.33405090277469485,0.7081617455995984
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,6.520113118538286,10.25755639826066,0.7333627844881931,0.18431117574731756,0.08232603976448928,0.37306985848051794,0.9656368097425868
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,0.07444452349934703,3.707828442093033e-05,0.49206795942869314,0.03806030951268076,0.46987173105862623,0.19611941146089737,0.6646697208365899
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.940408683826654,15.34107922353019,0.13526790660143506,0.4765031017586805,0.38822899163988445,0.39930337794889803,0.5947773932490156
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,8.955522195746397,7.852253856807472,0.007438862409843583,0.19597015108778834,0.7965909865023679,0.16139278258251236,0.31898587274216195
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,1.87852561905275,0.1375254175253537,0.302807324102827,0.6538429375271619,0.04334973837001102,0.5759791048474416,0.8471785948956081
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.13992936876354,21.8548947505551,0.49794819233844423,0.47885501265536334,0.023196795006192383,0.5108653612638565,0.9225372953561229
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,8.19132483979293,22.065091941125104,0.5356316710945878,0.027501730470458317,0.436866598434954,0.20182262497568548,0.6978269955447017
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,8.42556317136934,8.612773276890815,0.2063187837341963,0.43056668822723376,0.3631145280385701,0.38821694011279745,0.6324016177149817
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,11.969410067683135,28.219698773002847,0.3231945697918694,0.4298165274065131,0.24698890280161748,0.4230976891055607,0.7371599830166146
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,15.059414061108027,103.46641197012461,0.6031665064321828,0.13461179397825698,0.26222169958956015,0.29833382517351387,0.8199824137385059
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,3.4344686098165877,1.3659792365957815,0.2920880493379157,0.06603745636874572,0.6418744942933385,0.15538927297119792,0.5007187069034155
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,3.2675022803371707,0.43237432860757646,0.06360278471748976,0.5227038092897301,0.4136934059927801,0.41039134836510777,0.5567517889687562
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,15.865582023861462,46.227771352472836,0.18711085740225766,0.7529483550146985,0.059940787583043956,0.61128792185332,0.7998391790854542
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,8.854601081715103,12.703362890607098,0.35118568079100954,0.4156504560349072,0.23316386317408327,0.42152108506445995,0.7542348240199105
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,9.245693577132172,12.897744986828707,0.28297711060076947,0.4156155983412881,0.30140729105794245,0.4008291393343477,0.6928271373902506
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,8.670771176599228,17.323107659981762,0.060714586430301205,0.03477358626724677,0.904511827302452,0.06308576593812648,0.2745683927184035
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,1.884234861542547,0.13608095084865285,0.2817499416803303,0.5974602626130375,0.12078979570663217,0.5295670187843967,0.7959196779895678
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.034872648732106,11.57733470636862,0.13089888669796756,0.7645381710066707,0.1045629422953618,0.6024844640842203,0.7558893700149931
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,11.803914076743215,26.788886989437326,0.134565516037576,0.14723318199492497,0.7182013019674991,0.16530891057578226,0.4054735777169104
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,0.19082930222665914,0.00021754401281069049,0.2692419817555635,0.5047196358884092,0.22603838235602725,0.4599312619527063,0.7315221349440657
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,14.881779756090307,53.402740210272896,0.23279653661565233,0.23046121688505858,0.536742246499289,0.2541648145829343,0.5415711602292257
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,15.263794349464995,65.02097321925424,0.11240777093972269,0.08614990898874757,0.8014423200715297,0.11522598997674675,0.3505308916963028
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,11.733960031353904,29.995376613629148,0.3409188119021583,0.3071431313116906,0.35193805678615114,0.3413700232376543,0.6828199449535411
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,7.598851732744917,4.481064535416302,0.0475130984890885,0.6588018959996701,0.2936850055112414,0.5021458150019595,0.6202552750479906
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.83479925348342,36.03078147170904,0.384276350954098,0.08831290322766872,0.5274107458182332,0.19913789563073647,0.5964520094081425
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,0.7702329074131168,0.02658899457096837,0.3413909781961701,0.009520929965990224,0.6490880918378398,0.1302013266692926,0.5127073732470655
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,10.892116618073558,29.17751452208539,0.18494152609910963,0.07918734963689654,0.7358711242639938,0.13226030065022676,0.41182172483114043
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,5.781512740558786,3.4710808291080406,0.2497486368679677,0.3224055560178827,0.4278458071141496,0.3245817817436909,0.6095121567794176
150.0,1.001,1.1,0.323,0.773,0.73,0.2,0.02,6.695708931081643,5.790331068541543,0.29162443273655,0.2939924100875881,0.41438315717586194,0.3170968142813622,0.630919640443083
