Wall time,Step,Value
1669742594.0010958,145,0.9111809730529785
1669742594.8052127,291,0.4758853018283844
1669742595.619184,437,0.2831558287143707
1669742596.3735948,583,0.24119268357753754
1669742597.1720603,729,0.24447670578956604
1669742597.957612,875,0.20146119594573975
1669742598.7267487,1021,0.1939011961221695
1669742599.5173402,1167,0.1850237399339676
1669742600.3028684,1313,0.1853937804698944
1669742601.0791302,1459,0.1645212173461914
1669742601.8789568,1605,0.1896900236606598
1669742602.654424,1751,0.16254843771457672
1669742603.4546235,1897,0.15018042922019958
1669742604.285064,2043,0.14953845739364624
1669742605.0709918,2189,0.14296561479568481
1669742605.9054568,2335,0.14908766746520996
1669742606.6627655,2481,0.13916964828968048
1669742607.4706762,2627,0.12733779847621918
1669742608.2358952,2773,0.1122799813747406
1669742609.0307856,2919,0.1242498829960823
1669742609.8336678,3065,0.1160079687833786
1669742610.6342475,3211,0.09269864857196808
1669742611.4420257,3357,0.09353730082511902
1669742612.2516155,3503,0.08996590971946716
1669742613.053557,3649,0.08702535182237625
1669742613.8492458,3795,0.1141960546374321
1669742614.64881,3941,0.09182783216238022
1669742615.4339805,4087,0.08449327945709229
1669742616.235723,4233,0.08711547404527664
1669742617.0459447,4379,0.07630303502082825
1669742617.834199,4525,0.07492294162511826
1669742618.617822,4671,0.07519914209842682
1669742619.417804,4817,0.08575008809566498
1669742620.195408,4963,0.1360621601343155
1669742620.9757974,5109,0.09166344255208969
1669742621.7687383,5255,0.06802960485219955
1669742622.5466685,5401,0.06964286416769028
1669742623.3356068,5547,0.0946173220872879
1669742624.0617259,5693,0.06590189039707184
1669742624.8456264,5839,0.06034044548869133
1669742625.6451097,5985,0.05994628369808197
1669742626.437744,6131,0.07790765166282654
1669742627.228038,6277,0.05835680291056633
1669742628.0012944,6423,0.056511953473091125
1669742628.7832592,6569,0.06088976189494133
1669742629.602524,6715,0.053066082298755646
1669742630.4183133,6861,0.052442003041505814
1669742631.213416,7007,0.08902488648891449
1669742631.9980388,7153,0.07885013520717621
1669742632.7351415,7299,0.05064690113067627
1669742633.5445485,7445,0.054365213960409164
1669742634.3739922,7591,0.06031976267695427
1669742635.1723406,7737,0.0611899271607399
1669742636.00874,7883,0.05927678570151329
1669742636.825387,8029,0.04928797855973244
1669742637.6423342,8175,0.05071151256561279
1669742638.4288394,8321,0.046885497868061066
1669742639.2060273,8467,0.05115871503949165
1669742639.9805365,8613,0.04748169332742691
1669742640.7940533,8759,0.06915512681007385
1669742641.6011517,8905,0.048659540712833405
1669742642.3979056,9051,0.04523957520723343
1669742643.149097,9197,0.04309498146176338
1669742643.9013455,9343,0.04552832618355751
1669742644.6633573,9489,0.04272424802184105
1669742645.46685,9635,0.044201478362083435
1669742646.294888,9781,0.05050935968756676
1669742647.1195648,9927,0.041565630584955215
1669742648.1388848,10073,0.03818335011601448
1669742649.0907662,10219,0.04297468066215515
1669742650.0379736,10365,0.03672689571976662
1669742650.926876,10511,0.052747491747140884
1669742651.86529,10657,0.0791405439376831
1669742652.873589,10803,0.0426451675593853
1669742653.695234,10949,0.037287190556526184
1669742654.5084512,11095,0.029523104429244995
1669742655.769813,11241,0.032077159732580185
1669742656.9906178,11387,0.029947804287075996
1669742658.1093938,11533,0.03885925933718681
1669742659.1153088,11679,0.033907450735569
1669742660.2805471,11825,0.027732180431485176
1669742661.1675122,11971,0.026251979172229767
1669742662.0697384,12117,0.03527935594320297
1669742662.9918883,12263,0.02413903921842575
1669742663.7993882,12409,0.02367955632507801
1669742664.5868354,12555,0.024877365678548813
1669742665.369534,12701,0.026124997064471245
1669742666.1532273,12847,0.028348959982395172
1669742666.9646592,12993,0.027562173083424568
1669742667.785967,13139,0.020770957693457603
1669742668.5961382,13285,0.05450567230582237
1669742669.3951132,13431,0.01719662733376026
1669742670.1868784,13577,0.020666807889938354
1669742671.0582275,13723,0.03419109433889389
1669742671.9952545,13869,0.02046426199376583
1669742672.7619276,14015,0.020756350830197334
1669742673.5694423,14161,0.02624402940273285
